Grapheme	IPA	EXAMPLES	LANGUAGES	FREQUENCY	CODEPOINTS
^r	r	re4, rir pheu	Na (Lahu), Mandarin Chinese, Jinghpaw	18	U+005e U+0072
^ʔ	ʔ	ʔu 42, ʔu_ 33	Nisu, Zauzou, Nesu	18	U+005e U+0294
tʂ	tʂ	lA_ 21 tʂu_ 21, a tʂa bo jau	Nusu, Nisu, Nesu, Naxi, Lisu, Samei	17	U+0074 U+0282
14$	<?>	dan14, yin dao14	Mandarin Chinese	17	U+0031 U+0034 U+0024
^dʒ	dʒ	dʒɨ55 xo55, dʒe31	Lisu, Biyo, Baihong	17	U+005e U+0064 U+0292
^qh	qh	qhA53, qhawd	Lahu Shi, Na (Lahu), Kucong	16	U+005e U+0071 U+0068
ss	ss	aoq sseil sseil, apmysse	Hani, Sichuan Yi	15	U+0073 U+0073
20$	<?>	chong zi20, to fa20	Mandarin Chinese	15	U+0032 U+0030 U+0024
tɕh	tɕh	ʑi_ 55 tɕhɚ 33, nA31 pɔ55 tɕhi33	Lahu Shi, Nesu, Nisu, Zauzou	15	U+0074 U+0255 U+0068
ch	ch	machyi, i* chud	Na (Lahu), Jinghpaw, Mandarin Chinese, Sichuan Yi	15	U+0063 U+0068
^bb	bb	bburlie, bbut	Sichuan Yi	14	U+005e U+0062 U+0062
bb	bb	hlopbbop, hnapbbit	Sichuan Yi	14	U+0062 U+0062
dʑ	dʑ	mi31 dʑi55, xa31 dʑi31 ja31	Baihong, Biyo, Naxi	13	U+0064 U+0291
zh	zh	la zhu42, la zhid xeul	Mandarin Chinese, Na (Lahu)	13	U+007a U+0068
^jj	jj	jjo, jjyp	Sichuan Yi, Naxi, Jino, Samei	13	U+005e U+006a U+006a
x$	x	shedex, kujox	Sichuan Yi	12	U+0078 U+0024
30$	<?>	nü xu30, jie jie30	Mandarin Chinese	12	U+0033 U+0030 U+0024
œ$	œ	lœ lœ, sœ	Naxi, Nusu, Jino	12	U+0153 U+0024
24$	<?>	bi ti24, qiang bi24	Mandarin Chinese	12	U+0032 U+0034 U+0024
40$	<?>	zhe li40, na li40	Mandarin Chinese	12	U+0034 U+0030 U+0024
54	<?>	sɨ54 phA 21, xɛ54 mɛ54 qu33	Lahu Shi	12	U+0035 U+0034
^ss	ss	ssuq, ssaqyossaq	Hani, Sichuan Yi	11	U+005e U+0073 U+0073
^dʑ	dʑ	dʑi31, dʑi55	Biyo, Nusu, Baihong, Samei	11	U+005e U+0064 U+0291
13$	<?>	qiu yin13, wu ding13	Mandarin Chinese, Naxi, Zauzou	11	U+0031 U+0033 U+0024
10$	<?>	ge zi10, cun zi10	Mandarin Chinese	11	U+0031 U+0030 U+0024
^hh	hh	hhuvq, hhao'laonei	Hani	11	U+005e U+0068 U+0068
4	<?>	wei4 dao0, shu4 ye4	Mandarin Chinese	11	U+0034
hh	hh	aq hhyu, savq hhol	Hani	10	U+0068 U+0068
^33$	<?>	33	Nesu	10	U+005e U+0033 U+0033 U+0024
^dd	dd	ddutcy, ddur	Sichuan Yi	10	U+005e U+0064 U+0064
ʝ	ʝ	mo ʝɛ ʝɛ qɔ, la ʝɛ	Kucong	9	U+029d
ɟ	ɟ	næ ɟu, gu ɟu	Kucong	9	U+025f
ʂ	ʂ	li_ɛ_ 21 ʂɨ 33, dzɔ ʂɨ	Nesu, Samei, Nisu	9	U+0282
ii	ii	siivq, siil	Hani, Zaiwa, Sichuan Yi	9	U+0069 U+0069
^u$	u	u	Kucong, Samei, Jinghpaw, Na (Lahu), Nusu	9	U+005e U+0075 U+0024
32$	<?>	nü er32, duo cang32	Mandarin Chinese	9	U+0033 U+0032 U+0024
j$	j	u gwej, bej	Nusu, Kucong, Jino, Naxi, Baihong	9	U+006a U+0024
^gg	gg	ggaxnyi, ggu	Sichuan Yi	9	U+005e U+0067 U+0067
gg	gg	vitggut ggatcha, shinggan	Sichuan Yi, Jinghpaw	8	U+0067 U+0067
^ʒ	ʒ	ʒa 21, ʒɨ 33	Lisu, Zaiwa, Baihong	8	U+005e U+0292
zz	zz	zazzi bbupdi, wezze	Sichuan Yi	8	U+007a U+007a
jj	jj	mushe tejjyp, chypjjip	Sichuan Yi	7	U+006a U+006a
^ɖ	ɖ	ɖɯ 33, ɖa_ 21	Nesu	7	U+005e U+0256
ʒ	ʒ	biɛ 31 ʒo 31, tʃhɨ 31 ʒe 33	Lisu, Zaiwa	7	U+0292
^i$	i	i	Samei, Kucong, Na (Lahu), Jino	7	U+005e U+0069 U+0024
34$	<?>	fu lan34, wan shang34	Mandarin Chinese	7	U+0033 U+0034 U+0024
^21$	<?>	21	Nesu	7	U+005e U+0032 U+0031 U+0024
^ʈh	ʈh	ʈhu 33, ʈho_ 21 kɤ 33	Nesu	7	U+005e U+0288 U+0068
^ɯ	ɯ	ɯr, ɯ ga ʝɛ mɯ	Baihong, Kucong, Samei, Jino	7	U+005e U+026f
^sw	sw	swa na, swi	Nusu	6	U+005e U+0073 U+0077
gw	gw	u gwej, v. gwej	Nusu, Naxi, Baihong, Kucong	6	U+0067 U+0077
1	<?>	wu1 ya1, bei1 zi0	Mandarin Chinese	6	U+0031
?$	<?>	ŋa55?, waw*? xaw*?	Baihong, Nusu, Na (Lahu)	6	U+003f U+0024
^ɳ	ɳ	ɳɚ 21 tɕe 21, ɳɔ 21	Nesu	6	U+005e U+0273
^ɤ	ɤ	ɤ31 mi31, ɤ31 gi31	Baihong, Lahu Shi, Jino	6	U+005e U+0264
qs	qs	seiqsaoq, hhoqsiq	Hani	6	U+0071 U+0073
-	<?>	n-gup, -ga	Jinghpaw, Kucong	6	U+002d
gh	gh	a 21 ŋgho 33, chyinghkyi	Nesu, Jinghpaw	5	U+0067 U+0068
^dɕ	dɕ	dɕe33, dɕi55 kɤ55	Biyo	5	U+005e U+0064 U+0255
313$	<?>	A33 vu 21 tsA313, ɣɔ313	Lahu Shi	5	U+0033 U+0031 U+0033 U+0024
xs	xs	xyxsi, bbusyxsy	Sichuan Yi	5	U+0078 U+0073
12$	<?>	pyao liu12, bian fu12	Mandarin Chinese	5	U+0031 U+0032 U+0024
0$	<?>	bei1 zi0, wen2 zi0	Mandarin Chinese	5	U+0030 U+0024
xsh	xsh	ixsho, mgiexshyr	Sichuan Yi	5	U+0078 U+0073 U+0068
ee$	ee	kaoq baoq gee, doq hheivq gee	Hani	5	U+0065 U+0065 U+0024
22$	<?>	nan ren22, nan hai22	Mandarin Chinese	5	U+0032 U+0032 U+0024
dd	dd	quobbupddi, zipddu	Sichuan Yi	5	U+0064 U+0064
^ns	ns	nsam, nsen	Jinghpaw	4	U+005e U+006e U+0073
ü	ü	nü er32, nü hai32	Mandarin Chinese	4	U+00fc
kw	kw	tʂɨ kwɔr, a kwʊ	Naxi, Nusu, Jino	4	U+006b U+0077
ɳ	ɳ	ha_ 33 ɳo, a 33 ɳo_ 55	Nesu	4	U+0273
11	<?>	ɕi11 A11, sA11 bɔ54	Lahu Shi	4	U+0031 U+0031
^ee	ee	eelju, eelniq niq	Hani	4	U+005e U+0065 U+0065
yy	yy	hapyyr, saq yyuq piul taoq	Hani, Sichuan Yi	4	U+0079 U+0079
^ә	<?>	ә33 mbu31, ә tsɔ	Naxi, Kucong, Samei	4	U+005e U+04d9
k$	k	yak, taukok	Jinghpaw	4	U+006b U+0024
yy$	yy	axyy, jjiyy	Sichuan Yi	4	U+0079 U+0079 U+0024
^khw	khw	khwa, khwe	Nusu, Jino	4	U+005e U+006b U+0068 U+0077
2	<?>	wen2 zi0, hua2 jiang3	Mandarin Chinese	4	U+0032
zw	zw	dzwɔ, swa dzwo	Nusu, Samei	4	U+007a U+0077
tʂh	tʂh	ɲe_ 55 tʂho, ko 33 tʂhA 55	Nisu, Nesu	4	U+0074 U+0282 U+0068
^thɕ	thɕ	thɕi tʃo pa tʃo, thɕi pe	Jino	3	U+005e U+0074 U+0068 U+0255
^zw	zw	zwɔ, zwɔ zy	Nusu, Naxi	3	U+005e U+007a U+0077
43$	<?>	han shui43, chi bang43	Mandarin Chinese	3	U+0034 U+0033 U+0024
dh	dh	ndhɔ 21, ndhu 21	Nesu	3	U+0064 U+0068
'a	'a	haqnav'aqma, niaoq'aol	Hani	3	U+0027 U+0061
^ʊ	ʊ	ʊ55 nʊ31, ʊ31 nɔ55	Baihong	3	U+005e U+028a
^zz	zz	zzy, zza	Sichuan Yi	3	U+005e U+007a U+007a
^yy	yy	yyxiy, yyxcy	Sichuan Yi	3	U+005e U+0079 U+0079
^ɤ$	ɤ	ɤ	Jino	3	U+005e U+0264 U+0024
ll	ll	yahyuq hallyul, julluqnei	Hani	3	U+006c U+006c
^kw	kw	kwɔ, kwo	Nusu, Naxi	3	U+005e U+006b U+0077
ps	ps	hxepsa, mopsu	Sichuan Yi	3	U+0070 U+0073
^tʂw	tʂw	tʂwa pәr, tʂwa m. la ma phɯ	Naxi	3	U+005e U+0074 U+0282 U+0077
23$	<?>	tao pao23, ya chi23	Mandarin Chinese	3	U+0032 U+0033 U+0024
^tsw	tsw	tswɔ dʐɨ, tswa	Samei, Nusu	3	U+005e U+0074 U+0073 U+0077
bh	bh	mbhe 33, mbhɚ_ 21	Nesu	3	U+0062 U+0068
3	<?>	shui3 ta3, da3 kai1	Mandarin Chinese	3	U+0033
ɪ$	ɪ	me nju me ɪ, do jɪ	Jino, Samei	3	U+026a U+0024
^nsh	nsh	nshung ta, nshan	Jinghpaw	3	U+005e U+006e U+0073 U+0068
^gw	gw	gwo, gwa	Nusu, Naxi	3	U+005e U+0067 U+0077
^dʐw	dʐw	dʐwɔ, dʐwɔ hɬɔ	Nusu	3	U+005e U+0064 U+0290 U+0077
41$	<?>	mi feng41, shu pi41	Mandarin Chinese	2	U+0034 U+0031 U+0024
13	<?>	tʂhә 13 kv33, la 13 tsu 13	Naxi	2	U+0031 U+0033
^a$	a	a	Nusu, Samei	2	U+005e U+0061 U+0024
A$	<?>	lu lA, dʐɨ ɕi lA	Nusu	2	U+0041 U+0024
ŋ$	ŋ	ʐo ŋ, liŋ	Nusu	2	U+014b U+0024
^hw	hw	hwej, hwɔ	Naxi, Nusu	2	U+005e U+0068 U+0077
^ʂw	ʂw	ʂwa lәr se, ʂwej gwɔ	Naxi, Nusu	2	U+005e U+0282 U+0077
dʐw	dʐw	i dʐwә, ndʐwɔ	Naxi, Nusu	2	U+0064 U+0290 U+0077
^33	<?>	33 ɬa_ 55, 33 mi 33	Nesu	2	U+005e U+0033 U+0033
xh	xh	ixhmu, axhxie	Sichuan Yi	2	U+0078 U+0068
^rr	rr	rry, rrot	Sichuan Yi	2	U+005e U+0072 U+0072
psh	psh	pupshu, jjipshur	Sichuan Yi	2	U+0070 U+0073 U+0068
tɕi 31 tɕa~ 33	<???>	tɕi 31 tɕa~ 33	Zauzou	2	U+0074 U+0255 U+0069 U+0020 U+0033 U+0031 U+0020 U+0074 U+0255 U+0061 U+007e U+0020 U+0033 U+0033
mh	mh	hkumhkye, gumhpro	Jinghpaw	2	U+006d U+0068
^ŋw	ŋw	ŋwɔ, ŋwo ɕjo	Nusu	2	U+005e U+014b U+0077
^ә$	<?>	ә	Kucong, Samei	2	U+005e U+04d9 U+0024
^o$	o	o	Kucong, Sichuan Yi	2	U+005e U+006f U+0024
xw	xw	a55 dza31 xwe, shexwo	Baihong, Sichuan Yi	2	U+0078 U+0077
xɔ~55	<???>	xɔ~55	Lahu Shi	2	U+0078 U+0254 U+007e U+0035 U+0035
tɕiæ~ 55	<???>	tɕiæ~ 55	Zauzou	2	U+0074 U+0255 U+0069 U+00e6 U+007e U+0020 U+0035 U+0035
^E	<?>	E31dzAŋ53, E31 kɤ33 lɤ33 mɤ31	Lahu Shi	2	U+005e U+0045
^nw	nw	nwɔ	Nusu	2	U+005e U+006e U+0077
qq	qq	jaqqal, zaqqul	Hani	2	U+0071 U+0071
313	<?>	khA313 tɕi33, mA313 xe53	Lahu Shi	2	U+0033 U+0031 U+0033
ls	ls	qulsul, eelsaol	Hani	2	U+006c U+0073
œ	œ	lœ lœ, dʐœ dʐœ	Naxi	2	U+0153
ʐ$	ʐ	a ʐ., a na a bi ʐ.	Samei	2	U+0290 U+0024
kæ~ 31	<???>	kæ~ 31	Zauzou	1	U+006b U+00e6 U+007e U+0020 U+0033 U+0031
'o	'o	sip'ot	Sichuan Yi	1	U+0027 U+006f
mo55 xɔ~33	<???>	mo55 xɔ~33	Lahu Shi	1	U+006d U+006f U+0035 U+0035 U+0020 U+0078 U+0254 U+007e U+0033 U+0033
i~ 31	<???>	i~ 31	Zauzou	1	U+0069 U+007e U+0020 U+0033 U+0031
^ɪ	ɪ	ɪ the	Jino	1	U+005e U+026a
^y$	y	y	Jino	1	U+005e U+0079 U+0024
tʂwa~ fu	<???>	tʂwa~ fu	Nusu	1	U+0074 U+0282 U+0077 U+0061 U+007e U+0020 U+0066 U+0075
na 55 ma 35 pæ~ 33	<???>	na 55 ma 35 pæ~ 33	Zauzou	1	U+006e U+0061 U+0020 U+0035 U+0035 U+0020 U+006d U+0061 U+0020 U+0033 U+0035 U+0020 U+0070 U+00e6 U+007e U+0020 U+0033 U+0033
la~ 33	<???>	la~ 33	Zauzou	1	U+006c U+0061 U+007e U+0020 U+0033 U+0033
la~31	<???>	la~31	Biyo	1	U+006c U+0061 U+007e U+0033 U+0031
5555$	<?>	tɕe kɯ5555	Baihong	1	U+0035 U+0035 U+0035 U+0035 U+0024
dɕ	dɕ	v.31 dɕi55	Biyo	1	U+0064 U+0255
&	<?>	d&o	Nesu	1	U+0026
nh	nh	wanhkut	Jinghpaw	1	U+006e U+0068
ms	ms	namsi	Jinghpaw	1	U+006d U+0073
vs	vs	lavsaoq	Hani	1	U+0076 U+0073
A55 kA54 xɛ~313	<???>	A55 kA54 xɛ~313	Lahu Shi	1	U+0041 U+0035 U+0035 U+0020 U+006b U+0041 U+0035 U+0034 U+0020 U+0078 U+025b U+007e U+0033 U+0031 U+0033
ŋo 31 tsa 44 pa 42 ti 31 o~ 33	<???>	ŋo 31 tsa 44 pa 42 ti 31 o~ 33	Zauzou	1	U+014b U+006f U+0020 U+0033 U+0031 U+0020 U+0074 U+0073 U+0061 U+0020 U+0034 U+0034 U+0020 U+0070 U+0061 U+0020 U+0034 U+0032 U+0020 U+0074 U+0069 U+0020 U+0033 U+0031 U+0020 U+006f U+007e U+0020 U+0033 U+0033
hi~ ku	<???>	hi~ ku	Nusu	1	U+0068 U+0069 U+007e U+0020 U+006b U+0075
o xiu~	<???>	o xiu~	Nusu	1	U+006f U+0020 U+0078 U+0069 U+0075 U+007e
^ɯ$	ɯ	ɯ	Nusu	1	U+005e U+026f U+0024
^tshw	tshw	tshwә	Nusu	1	U+005e U+0074 U+0073 U+0068 U+0077
dza~55 go55	<???>	dza~55 go55	Biyo	1	U+0064 U+007a U+0061 U+007e U+0035 U+0035 U+0020 U+0067 U+006f U+0035 U+0035
ʑæ~ 44	<???>	ʑæ~ 44	Zauzou	1	U+0291 U+00e6 U+007e U+0020 U+0034 U+0034
^ɚ$	ɚ	ɚ	Nusu	1	U+005e U+025a U+0024
nw	nw	sinwop	Jinghpaw	1	U+006e U+0077
ɪ	ɪ	mɯ 31 lɯ 35 ku 35 dʒɪ 33	Lisu	1	U+026a
tshɔ 33 hɔ 33 to~ 31	<???>	tshɔ 33 hɔ 33 to~ 31	Zauzou	1	U+0074 U+0073 U+0068 U+0254 U+0020 U+0033 U+0033 U+0020 U+0068 U+0254 U+0020 U+0033 U+0033 U+0020 U+0074 U+006f U+007e U+0020 U+0033 U+0031
xɔ~53	<???>	xɔ~53	Lahu Shi	1	U+0078 U+0254 U+007e U+0035 U+0033
kæ~ 33	<???>	kæ~ 33	Zauzou	1	U+006b U+00e6 U+007e U+0020 U+0033 U+0033
mia 42 o~ 33	<???>	mia 42 o~ 33	Zauzou	1	U+006d U+0069 U+0061 U+0020 U+0034 U+0032 U+0020 U+006f U+007e U+0020 U+0033 U+0033
dzua~33 fo~33	<???>	dzua~33 fo~33	Biyo	1	U+0064 U+007a U+0075 U+0061 U+007e U+0033 U+0033 U+0020 U+0066 U+006f U+007e U+0033 U+0033
ɖh	ɖh	ɳɖho_ 21	Nesu	1	U+0256 U+0068
113$	<?>	zhi zhu wang113	Mandarin Chinese	1	U+0031 U+0031 U+0033 U+0024
tɕio~ 44	<???>	tɕio~ 44	Zauzou	1	U+0074 U+0255 U+0069 U+006f U+007e U+0020 U+0034 U+0034
tʂw	tʂw	bɯ tʂwe	Nusu	1	U+0074 U+0282 U+0077
ns	ns	panglai nsam	Jinghpaw	1	U+006e U+0073
la 42 lo 33 o~ 33	<???>	la 42 lo 33 o~ 33	Zauzou	1	U+006c U+0061 U+0020 U+0034 U+0032 U+0020 U+006c U+006f U+0020 U+0033 U+0033 U+0020 U+006f U+007e U+0020 U+0033 U+0033
pe~ 33	<???>	pe~ 33	Zauzou	1	U+0070 U+0065 U+007e U+0020 U+0033 U+0033
ɔ 31 pɯ~ 35	<???>	ɔ 31 pɯ~ 35	Zauzou	1	U+0254 U+0020 U+0033 U+0031 U+0020 U+0070 U+026f U+007e U+0020 U+0033 U+0035
mi 31 khɯ 33 lou 42 o~	<???>	mi 31 khɯ 33 lou 42 o~	Zauzou	1	U+006d U+0069 U+0020 U+0033 U+0031 U+0020 U+006b U+0068 U+026f U+0020 U+0033 U+0033 U+0020 U+006c U+006f U+0075 U+0020 U+0034 U+0032 U+0020 U+006f U+007e
ke~ 35	<???>	ke~ 35	Zauzou	1	U+006b U+0065 U+007e U+0020 U+0033 U+0035
to~ 33 pho 42	<???>	to~ 33 pho 42	Zauzou	1	U+0074 U+006f U+007e U+0020 U+0033 U+0033 U+0020 U+0070 U+0068 U+006f U+0020 U+0034 U+0032
^ii	ii	iie* ta*	Na (Lahu)	1	U+005e U+0069 U+0069
khuɔ 33 tse~ 33	<???>	khuɔ 33 tse~ 33	Zauzou	1	U+006b U+0068 U+0075 U+0254 U+0020 U+0033 U+0033 U+0020 U+0074 U+0073 U+0065 U+007e U+0020 U+0033 U+0033
'a$	'a	oq'a	Hani	1	U+0027 U+0061 U+0024
pp	pp	oplippup	Sichuan Yi	1	U+0070 U+0070
vhh	vhh	xeivhhovq	Hani	1	U+0076 U+0068 U+0068
xɔ~35 nu31	<???>	xɔ~35 nu31	Lahu Shi	1	U+0078 U+0254 U+007e U+0033 U+0035 U+0020 U+006e U+0075 U+0033 U+0031
^thʃw	thʃw	thʃwaŋ hu	Jino	1	U+005e U+0074 U+0068 U+0283 U+0077
ɕa~	<???>	ɕa~	Naxi	1	U+0255 U+0061 U+007e
ɖ	ɖ	tshe 33 ɖɚ_ 55	Nesu	1	U+0256
tɯ 55 ka~ 31	<???>	tɯ 55 ka~ 31	Zauzou	1	U+0074 U+026f U+0020 U+0035 U+0035 U+0020 U+006b U+0061 U+007e U+0020 U+0033 U+0031
^xw	xw	xwe31	Baihong	1	U+005e U+0078 U+0077
^tw	tw	twɔ	Nusu	1	U+005e U+0074 U+0077
&h	<?>	nd&hi 21	Nesu	1	U+0026 U+0068
^55$	<?>	55	Nesu	1	U+005e U+0035 U+0035 U+0024
^cw	cw	cwaŋ xu	Kucong	1	U+005e U+0063 U+0077
lh	lh	peilhaoq	Hani	1	U+006c U+0068
ɕa~ 31	<???>	ɕa~ 31	Zauzou	1	U+0255 U+0061 U+007e U+0020 U+0033 U+0031
jæ~ sɤ	<???>	jæ~ sɤ	Nusu	1	U+006a U+00e6 U+007e U+0020 U+0073 U+0264
pɯ we~j	<???>	pɯ we~j	Nusu	1	U+0070 U+026f U+0020 U+0077 U+0065 U+007e U+006a
xɔ 31 o~ 33	<???>	xɔ 31 o~ 33	Zauzou	1	U+0078 U+0254 U+0020 U+0033 U+0031 U+0020 U+006f U+007e U+0020 U+0033 U+0033
L	<?>	dzɤ Lɤ	Samei	1	U+004c
tha~ 31 tse~ 33	<???>	tha~ 31 tse~ 33	Zauzou	1	U+0074 U+0068 U+0061 U+007e U+0020 U+0033 U+0031 U+0020 U+0074 U+0073 U+0065 U+007e U+0020 U+0033 U+0033
ʐwɔ o~ hjy~	<???>	ʐwɔ o~ hjy~	Nusu	1	U+0290 U+0077 U+0254 U+0020 U+006f U+007e U+0020 U+0068 U+006a U+0079 U+007e
314$	<?>	da pen ti314	Mandarin Chinese	1	U+0033 U+0031 U+0034 U+0024
^I	<?>	I 51 phe 21	Zaiwa	1	U+005e U+0049
gs	gs	dingsi	Jinghpaw	1	U+0067 U+0073
kho~ 31 kho~ 31	<???>	kho~ 31 kho~ 31	Zauzou	1	U+006b U+0068 U+006f U+007e U+0020 U+0033 U+0031 U+0020 U+006b U+0068 U+006f U+007e U+0020 U+0033 U+0031
ɕa~33	<???>	ɕa~33	Biyo	1	U+0255 U+0061 U+007e U+0033 U+0033
do~55	<???>	do~55	Biyo	1	U+0064 U+006f U+007e U+0035 U+0035
23	<?>	mbi 23 ndi31	Naxi	1	U+0032 U+0033
vɔ 33 o~ 33	<???>	vɔ 33 o~ 33	Zauzou	1	U+0076 U+0254 U+0020 U+0033 U+0033 U+0020 U+006f U+007e U+0020 U+0033 U+0033
tɯ 55 se~ 31 vu 35	<???>	tɯ 55 se~ 31 vu 35	Zauzou	1	U+0074 U+026f U+0020 U+0035 U+0035 U+0020 U+0073 U+0065 U+007e U+0020 U+0033 U+0031 U+0020 U+0076 U+0075 U+0020 U+0033 U+0035
ɔ 31 tɔ~ 31 tɔ~ 31	<???>	ɔ 31 tɔ~ 31 tɔ~ 31	Zauzou	1	U+0254 U+0020 U+0033 U+0031 U+0020 U+0074 U+0254 U+007e U+0020 U+0033 U+0031 U+0020 U+0074 U+0254 U+007e U+0020 U+0033 U+0031
3155$	<?>	de ma3155	Baihong	1	U+0033 U+0031 U+0035 U+0035 U+0024
hi~ gau	<???>	hi~ gau	Nusu	1	U+0068 U+0069 U+007e U+0020 U+0067 U+0061 U+0075
^æ	æ	æ hæ bɔ	Samei	1	U+005e U+00e6
ɛ~ 35	<???>	ɛ~ 35	Lisu	1	U+025b U+007e U+0020 U+0033 U+0035
^ʐw	ʐw	ʐwɔ mɔ	Nusu	1	U+005e U+0290 U+0077
pio 31 o~ 33	<???>	pio 31 o~ 33	Zauzou	1	U+0070 U+0069 U+006f U+0020 U+0033 U+0031 U+0020 U+006f U+007e U+0020 U+0033 U+0033
e~ 44	<???>	e~ 44	Lisu	1	U+0065 U+007e U+0020 U+0034 U+0034
piɔ 35 tse~ 33	<???>	piɔ 35 tse~ 33	Zauzou	1	U+0070 U+0069 U+0254 U+0020 U+0033 U+0035 U+0020 U+0074 U+0073 U+0065 U+007e U+0020 U+0033 U+0033
ta lja~	<???>	ta lja~	Jino	1	U+0074 U+0061 U+0020 U+006c U+006a U+0061 U+007e
qss	qss	miqssaq	Hani	1	U+0071 U+0073 U+0073
mw	mw	salik wan numwu	Jinghpaw	1	U+006d U+0077
sæ 42 tse~ 33	<???>	sæ 42 tse~ 33	Zauzou	1	U+0073 U+00e6 U+0020 U+0034 U+0032 U+0020 U+0074 U+0073 U+0065 U+007e U+0020 U+0033 U+0033
tɕho 42 e~ 33 læ 31	<???>	tɕho 42 e~ 33 læ 31	Zauzou	1	U+0074 U+0255 U+0068 U+006f U+0020 U+0034 U+0032 U+0020 U+0065 U+007e U+0020 U+0033 U+0033 U+0020 U+006c U+00e6 U+0020 U+0033 U+0031
ʔo~ 31 tsɔ 33	<???>	ʔo~ 31 tsɔ 33	Zauzou	1	U+0294 U+006f U+007e U+0020 U+0033 U+0031 U+0020 U+0074 U+0073 U+0254 U+0020 U+0033 U+0033
^nh	nh	nhka	Jinghpaw	1	U+005e U+006e U+0068
o~ 44	<???>	o~ 44	Lisu	1	U+006f U+007e U+0020 U+0034 U+0034
^n$	n	n	Jinghpaw	1	U+005e U+006e U+0024
na 55 a~ 55	<???>	na 55 a~ 55	Zauzou	1	U+006e U+0061 U+0020 U+0035 U+0035 U+0020 U+0061 U+007e U+0020 U+0035 U+0035
ao 42 o~ 33	<???>	ao 42 o~ 33	Zauzou	1	U+0061 U+006f U+0020 U+0034 U+0032 U+0020 U+006f U+007e U+0020 U+0033 U+0033
ta~ 44 khu 42	<???>	ta~ 44 khu 42	Zauzou	1	U+0074 U+0061 U+007e U+0020 U+0034 U+0034 U+0020 U+006b U+0068 U+0075 U+0020 U+0034 U+0032
u~31 tA31 pi35 li54	<???>	u~31 tA31 pi35 li54	Lahu Shi	1	U+0075 U+007e U+0033 U+0031 U+0020 U+0074 U+0041 U+0033 U+0031 U+0020 U+0070 U+0069 U+0033 U+0035 U+0020 U+006c U+0069 U+0035 U+0034
ɣe~ 55	<???>	ɣe~ 55	Zauzou	1	U+0263 U+0065 U+007e U+0020 U+0035 U+0035
lou 31 ko~ 55	<???>	lou 31 ko~ 55	Zauzou	1	U+006c U+006f U+0075 U+0020 U+0033 U+0031 U+0020 U+006b U+006f U+007e U+0020 U+0035 U+0035
tha~ 31 kyi 33 ɕi 31 o~ 33	<???>	tha~ 31 kyi 33 ɕi 31 o~ 33	Zauzou	1	U+0074 U+0068 U+0061 U+007e U+0020 U+0033 U+0031 U+0020 U+006b U+0079 U+0069 U+0020 U+0033 U+0033 U+0020 U+0255 U+0069 U+0020 U+0033 U+0031 U+0020 U+006f U+007e U+0020 U+0033 U+0033
tsɯ~ 55 lɯ 55 læ 31	<???>	tsɯ~ 55 lɯ 55 læ 31	Zauzou	1	U+0074 U+0073 U+026f U+007e U+0020 U+0035 U+0035 U+0020 U+006c U+026f U+0020 U+0035 U+0035 U+0020 U+006c U+00e6 U+0020 U+0033 U+0031
^v$	v	v.	Samei	1	U+005e U+0076 U+0024
ʔi~ 44	<???>	ʔi~ 44	Zauzou	1	U+0294 U+0069 U+007e U+0020 U+0034 U+0034
ɕja~	<???>	ɕja~	Nusu	1	U+0255 U+006a U+0061 U+007e
vh	vh	navhaoq	Hani	1	U+0076 U+0068
+	+	v+ ka*	Na (Lahu)	1	U+002b
te~ 44	<???>	te~ 44	Zauzou	1	U+0074 U+0065 U+007e U+0020 U+0034 U+0034
^dw	dw	dwɔ	Nusu	1	U+005e U+0064 U+0077
^ɔ$	ɔ	ɔ	Kucong	1	U+005e U+0254 U+0024
u~33 gɯ31 ku35	<???>	u~33 gɯ31 ku35	Lahu Shi	1	U+0075 U+007e U+0033 U+0033 U+0020 U+0067 U+026f U+0033 U+0031 U+0020 U+006b U+0075 U+0033 U+0035
mi 33 ka~ 35 khu 42 o~ 33	<???>	mi 33 ka~ 35 khu 42 o~ 33	Zauzou	1	U+006d U+0069 U+0020 U+0033 U+0033 U+0020 U+006b U+0061 U+007e U+0020 U+0033 U+0035 U+0020 U+006b U+0068 U+0075 U+0020 U+0034 U+0032 U+0020 U+006f U+007e U+0020 U+0033 U+0033
tɕhy~i 33 phu 31	<???>	tɕhy~i 33 phu 31	Zauzou	1	U+0074 U+0255 U+0068 U+0079 U+007e U+0069 U+0020 U+0033 U+0033 U+0020 U+0070 U+0068 U+0075 U+0020 U+0033 U+0031
thɕ	thɕ	ha thɕi mɯ mә	Jino	1	U+0074 U+0068 U+0255
lia~31	<???>	lia~31	Biyo	1	U+006c U+0069 U+0061 U+007e U+0033 U+0031
pa~o 35	<???>	pa~o 35	Zauzou	1	U+0070 U+0061 U+007e U+006f U+0020 U+0033 U+0035
tɯ 55 vu 35 khua~ 42	<???>	tɯ 55 vu 35 khua~ 42	Zauzou	1	U+0074 U+026f U+0020 U+0035 U+0035 U+0020 U+0076 U+0075 U+0020 U+0033 U+0035 U+0020 U+006b U+0068 U+0075 U+0061 U+007e U+0020 U+0034 U+0032
